movimento_nome,codigo,codigo_pai,complemento,movimento,visibilidade_externa,dispositivo_legal,artigo,alteracoes,glossario,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Afetação tornada sem efeito,12446,206,,Afetação do processo de #{nome_da_parte} tornada sem efeito,Sim,,,,"Utilziada no caso de movimento anterior de afetação, seja ao rito dos repetitivos, seja no caso do STJ, afetação a órgão supeiror para prevenir divergência ( previsão RISTJ Art. 14,II e 16,IV )",2019-02-09 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12446,1 > Decisão > Admissão > Afetação tornada sem efeito
Embargos,12431,206,,"Admitidos os Embargos RISTJ, 216-V",Sim,RISTJ,216-V,,"Art. 216-V. Após a concessão do exequatur, a carta rogatória será remetida ao Juízo Federal competente para cumprimento. § 1º Das decisões proferidas pelo Juiz Federal competente no cumprimento da carta rogatória caberão embargos, que poderão ser opostos pela parte interessada ou pelo Ministério Público Federal no prazo de dez dias, julgando-os o Presidente deste Tribunal. § 2º Os embargos de que trata o parágrafo anterior poderão versar sobre qualquer ato referente ao cumprimento da carta rogatória, exceto sobre a própria concessão da medida ou o seu mérito.",2019-02-08 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12431,1 > Decisão > Admissão > Embargos
Embargos de Divergência,12429,206,,Admitidos os Embargos de divergência,Sim,cpc,1043,,,2019-02-08 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12429,1 > Decisão > Admissão > Embargos de Divergência
Pedido de Uniformização de Interpretação de Lei,12454,206,,Admitido o Pedido de Uniformização de Interpretação de Lei (PUIL) de,Sim,lei,10.259,,,2019-02-09 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12454,1 > Decisão > Admissão > Pedido de Uniformização de Interpretação de Lei
Reclamação,12428,206,,Reclamação admitida,Sim,"CPC,","988,§ 5º",,,2019-02-08 00:00:00,2019-02-08 18:42:28,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12428,1 > Decisão > Admissão > Reclamação
Recurso especial,430,206,,Recurso especial admitido,Sim,,,,,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 430,1 > Decisão > Admissão > Recurso especial
Recurso extraordinário,429,206,,Recurso extraordinário admitido,Sim,,,,,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 429,1 > Decisão > Admissão > Recurso extraordinário
Recurso Ordinário,12445,206,,Recurso ordinário de #{nome_da_parte} admitido,Sim,,,,,2019-02-09 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 206 > 12445,1 > Decisão > Admissão > Recurso Ordinário
Afetação,12432,3,,Afetado o processo,Sim,RISTJ,"Art. 14,II e 16,IV",,"Art. 14. As Turmas remeterão os feitos de sua competência à Seção de que são integrantes: II - quando convier pronunciamento da Seção, em razão da relevância da questão, e para prevenir divergência entre as Turmas da mesma Seção; Art. 16. As Seções e as Turmas remeterão os feitos de sua competência à Corte Especial: IV - quando convier pronunciamento da Corte Especial em razão da relevância da questão jurídica, ou da necessidade de prevenir divergência entre as Seções.",2019-02-08 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 12432,1 > Decisão > Afetação
Afetação ao rito dos recursos repetitivos,12092,3,,Afetação ao rito dos recursos repetitivos,Sim,CPC 2015,"1.036, § 1º",,"Trata-se de movimentação do 2º Grau. O art. 1.036, § 1º, do CPC 2015 estabelece que: ""O presidente ou o vice-presidente de tribunal de justiça ou de tribunal regional federal selecionará 2 (dois) ou mais recursos representativos da controvérsia, que serão encaminhados ao Supremo Tribunal Federal ou ao Superior Tribunal de Justiça para fins de afetação, determinando a suspensão do trâmite de todos os processos pendentes, individuais ou coletivos, que tramitem no Estado ou na região, conforme o caso.""",2016-08-24 00:00:00,2016-08-25 14:10:06,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 12092,1 > Decisão > Afetação ao rito dos recursos repetitivos
Autorização,1008,3,,Decisão ou Despacho Autorização,Sim,L 7.210/1984,,,Autorizações peculiares da execução penal.,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 1008,1 > Decisão > Autorização
Inclusão em Regime Disciplinar Diferenciado,1011,1008,,Incluído em Regime Disciplinar Diferenciado,Sim,L 7.210/1984; L 10.792/2003,52,,Aplicável em execução penal.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 1008 > 1011,1 > Decisão > Autorização > Inclusão em Regime Disciplinar Diferenciado
Saída Temporária,1010,1008,,Autorizada Saída Temporária,Sim,L 7.210/1984,122,,Aplicável em execução penal.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 1008 > 1010,1 > Decisão > Autorização > Saída Temporária
Trabalho Externo,1009,1008,,Autorizado Trabalho Externo,Sim,L 7.210/1984,37,,Aplicável em execução penal.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 1008 > 1009,1 > Decisão > Autorização > Trabalho Externo
Transferência da Execução da Pena,1019,1008,,Autorizada a Transferência do local da Execução da Pena,Sim,L 7.210/1984,"66, V, g",,Registra a decisão que transfere a execução da pena a outro juízo territorialmente distinto.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 1008 > 1019,1 > Decisão > Autorização > Transferência da Execução da Pena
Cancelamento da distribuição,83,3,,Determinado o cancelamento da distribuição,Sim,CPC 2015,290,,"Registra a decisão que determina o cancelamento da distribuição, em qualquer hipótese, inclusive no caso de não recolhimento de custas dentro do prazo de trinta dias. Art. 290. Será cancelada a distribuição do feito se a parte, intimada na pessoa de seu advogado, não realizar o pagamento das custas e despesas de ingresso em 15 (quinze) dias.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 83,1 > Decisão > Cancelamento da distribuição
Concessão,817,3,,Concessão,Sim,,,,,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817,1 > Decisão > Concessão
Comutação da pena,11415,817,,Concedida comutação de pena a #{nome_da_parte},Sim,Lei 7.210 (LEP); Decretos presidenciais,187 a 193,,"Movimento a ser utilizado quando houver comutação de pena, entendida como redução ou substituição da pena por outra menos gravosa, em razão de decretos presidenciais que especificam as condições para tanto. Art. 187. Concedida a anistia, o Juiz, de ofício, a requerimento do interessado ou do Ministério Público, por proposta da autoridade administrativa ou do Conselho Penitenciário, declarará extinta a punibilidade. Art. 188. O indulto individual poderá ser provocado por petição do condenado, por iniciativa do Ministério Público, do Conselho Penitenciário, ou da autoridade administrativa. Art. 189. A petição do indulto, acompanhada dos documentos que a instruírem, será entregue ao Conselho Penitenciário, para a elaboração de parecer e posterior encaminhamento ao Ministério da Justiça. Art. 190. O Conselho Penitenciário, à vista dos autos do processo e do prontuário, promoverá as diligências que entender necessárias e fará, em relatório, a narração do ilícito penal e dos fundamentos da sentença condenatória, a exposição dos antecedentes do condenado e do procedimento deste depois da prisão, emitindo seu parecer sobre o mérito do pedido e esclarecendo qualquer formalidade ou circunstâncias omitidas na petição. Art. 191. Processada no Ministério da Justiça com documentos e o relatório do Conselho Penitenciário, a petição será submetida a despacho do Presidente da República, a quem serão presentes os autos do processo ou a certidão de qualquer de suas peças, se ele o determinar. Art. 192. Concedido o indulto e anexada aos autos cópia do decreto, o Juiz declarará extinta a pena ou ajustará a execução aos termos do decreto, no caso de comutação. Art. 193. Se o sentenciado for beneficiado por indulto coletivo, o Juiz, de ofício, a requerimento do interessado, do Ministério Público, ou por iniciativa do Conselho Penitenciário ou da autoridade administrativa, providenciará de acordo com o disposto no artigo anterior.",2010-02-10 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 11415,1 > Decisão > Concessão > Comutação da pena
Detração/Remição da Pena,12149,817,,Detração/remição concedida,Sim,Lei de Execução Penal e Código Penal,111 e 126 (LEP); 42 (CP),,"Indica a decisão que concede a detração ou a remissão da pena nos termos dos arts 42 do CP, 111 e 126 da LEP.",2017-05-05 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 12149,1 > Decisão > Concessão > Detração/Remição da Pena
Direito de visita,990,817,,Concedido Direito de visita,Sim,L 7.210/1984,"41, X",,"Aplicável em execução penal. Art. 41 - Constituem direitos do preso: X - visita do cônjuge, da companheira, de parentes e amigos em dias determinados;",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 990,1 > Decisão > Concessão > Direito de visita
Gratuidade da Justiça,787,817,Identificador - Nome do beneficiado;,Concedida a gratuidade da justiça a #{nome_da_parte}.,Sim,CPC,98,,"Art. 98. A pessoa natural ou jurídica, brasileira ou estrangeira, com insuficiência de recursos para pagar as custas, as despesas processuais e os honorários advocatícios tem direito à gratuidade da justiça, na forma da lei. § 1º A gratuidade da justiça compreende: I - as taxas ou as custas judiciais; II - os selos postais; III - as despesas com publicação na imprensa oficial, dispensando-se a publicação em outros meios; IV - a indenização devida à testemunha que, quando empregada, receberá do empregador salário integral, como se em serviço estivesse; V - as despesas com a realização de exame de código genético - DNA e de outros exames considerados essenciais; VI - os honorários do advogado e do perito e a remuneração do intérprete ou do tradutor nomeado para apresentação de versão em português de documento redigido em língua estrangeira; VII - o custo com a elaboração de memória de cálculo, quando exigida para instauração da execução; VIII - os depósitos previstos em lei para interposição de recurso, para propositura de ação e para a prática de outros atos processuais inerentes ao exercício da ampla defesa e do contraditório; IX - os emolumentos devidos a notários ou registradores em decorrência da prática de registro, averbação ou qualquer outro ato notarial necessário à efetivação de decisão judicial ou à continuidade de processo judicial no qual o benefício tenha sido concedido. § 2º A concessão de gratuidade não afasta a responsabilidade do beneficiário pelas despesas processuais e pelos honorários advocatícios decorrentes de sua sucumbência. § 3º Vencido o beneficiário, as obrigações decorrentes de sua sucumbência ficarão sob condição suspensiva de exigibilidade e somente poderão ser executadas se, nos 5 (cinco) anos subsequentes ao trânsito em julgado da decisão que as certificou, o credor demonstrar que deixou de existir a situação de insuficiência de recursos que justificou a concessão de gratuidade, extinguindo-se, passado esse prazo, tais obrigações do beneficiário. § 4º A concessão de gratuidade não afasta o dever de o beneficiário pagar, ao final, as multas processuais que lhe sejam impostas. § 5º A gratuidade poderá ser concedida em relação a algum ou a todos os atos processuais, ou consistir na redução percentual de despesas processuais que o beneficiário tiver de adiantar no curso do procedimento. § 6º Conforme o caso, o juiz poderá conceder direito ao parcelamento de despesas processuais que o beneficiário tiver de adiantar no curso do procedimento. § 7º Aplica-se o disposto no art. 95, §§ 3º a 5 º , ao custeio dos emolumentos previstos no § 1º, inciso IX, do presente artigo, observada a tabela e as condições da lei estadual ou distrital respectiva. § 8º Na hipótese do § 1º, inciso IX, havendo dúvida fundada quanto ao preenchimento atual dos pressupostos para a concessão de gratuidade, o notário ou registrador, após praticar o ato, pode requerer, ao juízo competente para decidir questões notariais ou registrais, a revogação total ou parcial do benefício ou a sua substituição pelo parcelamento de que trata o § 6º deste artigo, caso em que o beneficiário será citado para, em 15 (quinze) dias, manifestar-se sobre esse requerimento.",2008-09-30 15:52:47,2022-06-10 14:19:36,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 787,1 > Decisão > Concessão > Gratuidade da Justiça
Liberdade provisória,818,817,Identificador - Nome do réu;,Concedida a Liberdade provisória de #{nome_da_parte}.,Sim,CPP; CPPM,"310, III e 321 (CPP); 270 (CPPM)",,Registra a ordem de liberdade provisória do acusado. Não é aplicável em execução penal.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 818,1 > Decisão > Concessão > Liberdade provisória
Liminar,339,817,,Concedida a Medida Liminar,Sim,CPC,"273, § 1º; 804",,Indica a decisão que concede liminarmente a ordem cautelar. Não confundir com Decisão\Concessão\Antecipação de tutela. Registrar conforme a deliberação do magistrado.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 339,1 > Decisão > Concessão > Liminar
Livramento Condicional,819,817,,Concedido o Livramento condicional,Sim,CPP; CPPM,710; 618,,"Aplicável somente em execução penal. CPP Art. 710. O livramento condicional poderá ser concedido ao condenado a pena privativa da liberdade igual ou superior a 2 (dois) anos, desde que se verifiquem as condições seguintes: I - cumprimento de mais da metade da pena, ou mais de três quartos, se reincidente o sentenciado; II - ausência ou cessação de periculosidade; III - bom comportamento durante a vida carcerária; IV - aptidão para prover à própria subsistência mediante trabalho honesto; V - reparação do dano causado pela infração, salvo impossibilidade de fazê-lo. CPPM Condições para a obtenção do livramento condicional Art. 618. O condenado a pena de reclusão ou detenção por tempo igual ou superior a dois anos pode ser liberado condicionalmente, desde que: I %u2014 tenha cumprido: a) a metade da pena, se primário; b) dois terços, se reincidente; II %u2014 tenha reparado, salvo impossibilidade de fazê-lo, o dano causado pelo crime; III %u2014 sua boa conduta durante a execução da pena, sua adaptação ao trabalho e às circunstâncias atinentes à sua personalidade, ao meio social e à sua vida pregressa permitam supor que não voltará a delinqüir.",2008-09-30 15:52:47,2011-02-01 16:21:48,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 819,1 > Decisão > Concessão > Livramento Condicional
Medida Cautelar Diversa da Prisão,14682,817,,Concedida Medida Cautelar Diversa da Prisão de #{tipo_de_medida_cautelar_diversa_da_prisao},Sim,CPP,319 e 320,,"Art. 319. São medidas cautelares diversas da prisão: (Redação dada pela Lei nº 12.403, de 2011). I - comparecimento periódico em juízo, no prazo e nas condições fixadas pelo juiz, para informar e justificar atividades; (Redação dada pela Lei nº 12.403, de 2011). II - proibição de acesso ou frequência a determinados lugares quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado permanecer distante desses locais para evitar o risco de novas infrações; (Redação dada pela Lei nº 12.403, de 2011). III - proibição de manter contato com pessoa determinada quando, por circunstâncias relacionadas ao fato, deva o indiciado ou acusado dela permanecer distante; (Redação dada pela Lei nº 12.403, de 2011). IV - proibição de ausentar-se da Comarca quando a permanência seja conveniente ou necessária para a investigação ou instrução; (Incluído pela Lei nº 12.403, de 2011). V - recolhimento domiciliar no período noturno e nos dias de folga quando o investigado ou acusado tenha residência e trabalho fixos; (Incluído pela Lei nº 12.403, de 2011). VI - suspensão do exercício de função pública ou de atividade de natureza econômica ou financeira quando houver justo receio de sua utilização para a prática de infrações penais; (Incluído pela Lei nº 12.403, de 2011). VII - internação provisória do acusado nas hipóteses de crimes praticados com violência ou grave ameaça, quando os peritos concluírem ser inimputável ou semi-imputável (art. 26 do Código Penal) e houver risco de reiteração; (Incluído pela Lei nº 12.403, de 2011). VIII - fiança, nas infrações que a admitem, para assegurar o comparecimento a atos do processo, evitar a obstrução do seu andamento ou em caso de resistência injustificada à ordem judicial; (Incluído pela Lei nº 12.403, de 2011). IX - monitoração eletrônica. (Incluído pela Lei nº 12.403, de 2011). § 1 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 2 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 3 o (Revogado). (Revogado pela Lei nº 12.403, de 2011). § 4 o A fiança será aplicada de acordo com as disposições do Capítulo VI deste Título, podendo ser cumulada com outras medidas cautelares. (Incluído pela Lei nº 12.403, de 2011). Art. 320. A proibição de ausentar-se do País será comunicada pelo juiz às autoridades encarregadas de fiscalizar as saídas do território nacional, intimando-se o indiciado ou acusado para entregar o passaporte, no prazo de 24 (vinte e quatro) horas.",2021-05-28 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 14682,1 > Decisão > Concessão > Medida Cautelar Diversa da Prisão
Medida de Proteção da Lei 13.431/2017,15506,817,,Concedida a medida de proteção #{tipo_de_medida_de_proteção_Lei_13431},Sim,Lei 13.431/2017,21,,"Movimento para registrar a concessão de medida de proteção a criança ou adolescente vítitma ou testemunha de violência, prevista na Lei 13.431/2017.",2024-11-13 13:45:51,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 15506,1 > Decisão > Concessão > Medida de Proteção da Lei 13.431/2017
Medida de Proteção do Estatuto da Criança e do Adolescente,15501,817,,Concedida a medida de proteção de #{tipo_de_medida_de_proteção_ECA},Sim,ECA,99 a 102,,Movimento para registrar a concessão integral de medida de proteção aplicável a criança ou adolescente.,2024-11-13 13:06:23,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 15501,1 > Decisão > Concessão > Medida de Proteção do Estatuto da Criança e do Adolescente
Medida de Proteção do Estatuto do Idoso,15496,817,,Concedida a medida de proteção de #{tipo_de_medida_de_proteção_Estatuto_do_Idoso},Sim,Estatuto do Idoso,43 a 45,,"Movimento para registrar a concessão total de medidas de proteção aplicáveis à pessoa idosa,",2024-11-12 18:38:09,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 15496,1 > Decisão > Concessão > Medida de Proteção do Estatuto do Idoso
Medida protetiva,11423,817,,Concedida medida protetiva de #{tipo_de_medida_protetiva} para #{destinatario_de_medida_protetiva},Sim,11.340 (Lei Maria da Penha); 8.069 (ECA); 10.741 (Estatuto do Idoso),22 a 23; 99 a 101; 42 a 45,,"Movimento a ser utilizado para registrar a decisão que concedeu medida protetiva a mulher (Lei Maria da Penha), idoso ou criança/adolescente, com fundamento nas legislações específicas.",2010-03-05 00:00:00,2024-11-12 16:25:17,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 11423,1 > Decisão > Concessão > Medida protetiva
Medida Protetiva da Lei Henry Borel,15491,817,,Concedida a medida protetiva de #{tipo_de_medida_protetiva_Lei_Henry_Borel},Sim,Lei Henry Borel,15 a 21,,"Movimento para registrar a concessãol integra de medida protetiva com fiundamento em atos de violência doméstiva e familiar contra criança ou adolescente (Lei Henry Borel),",2024-11-12 18:02:28,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 15491,1 > Decisão > Concessão > Medida Protetiva da Lei Henry Borel
Medida Protetiva da Lei Maria da Penha,15486,817,,Concedida a medida protetiva #{tipo_de_medida_protetiva_Lei_Maria_da_Penha},Sim,Lei Maria da Penha,18 a 24,,Movimento a ser usado para registro de concessão integral de medida protetiva com pedido embasado em ocorrência de violência doméstica e familiar contra a mulher (Lei Maria da Penha).,2024-11-12 16:26:25,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 15486,1 > Decisão > Concessão > Medida Protetiva da Lei Maria da Penha
Permissão de saída,988,817,,Concedida a Permissão de saída,Sim,L 7.210/1984,120,,"Aplicável somente em execução penal. Art. 120. Os condenados que cumprem pena em regime fechado ou semi-aberto e os presos provisórios poderão obter permissão para sair do estabelecimento, mediante escolta, quando ocorrer um dos seguintes fatos: I - falecimento ou doença grave do cônjuge, companheira, ascendente, descendente ou irmão; II - necessidade de tratamento médico (parágrafo único do artigo 14). Parágrafo único. A permissão de saída será concedida pelo diretor do estabelecimento onde se encontra o preso.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 988,1 > Decisão > Concessão > Permissão de saída
Prisão Domiciliar,12148,817,,Concedida a prisão domiciliar a #{nome_da_parte},Sim,Lei 7.210/1984 e CPP,"146-B, IV (Lei 7.210/1984); 317 (CPP)",,"Indica a decisão que determina a prisão domiciliar, nos termos do art. 146-B, IV, da LEP e do art. 317 do CPP.",2017-05-05 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 12148,1 > Decisão > Concessão > Prisão Domiciliar
Progressão de regime,1002,817,,Concedida Progressão de regime,Sim,L 7.210/1984,112,,Aplicável em execução penal.,2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 1002,1 > Decisão > Concessão > Progressão de regime
Substituição/Sucessão da Parte,12308,817,,Concedida a substituição/sucessão de parte,Sim,CPC,108,,"Indica a decisão que defere a substituição das partes ou dos procuradores, nos termos do art. 108 do CPC",2018-06-27 00:00:00,2021-01-27 13:41:45,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 12308,1 > Decisão > Concessão > Substituição/Sucessão da Parte
Suspensão Condicional da Pena,1017,817,,Concedida Suspensão Condicional da Pena,Sim,Lei 7210/84 (LEP); CPPM,156; 606,,"Aplicável em execução penal. Lei 7210/1984 Art. 156. O Juiz poderá suspender, pelo período de 2 (dois) a 4 (quatro) anos, a execução da pena privativa de liberdade, não superior a 2 (dois) anos, na forma prevista nos artigos 77 a 82 do Código Penal. CPPM Art. 606 - O Conselho de Justiça, o Auditor ou o Tribunal poderão suspender, por tempo não inferior a 2 (dois) anos nem superior a 6 (seis) anos, a execução da pena privativa da liberdade que não exceda a 2 (dois) anos, desde que: a) não tenha o sentenciado sofrido, no País ou no estrangeiro, condenação irrecorrível por outro crime a pena privativa da liberdade, salvo o disposto no 1º do art. 71 do Código Penal Militar; b) os antecedentes e a personalidade do sentenciado, os motivos e as circunstâncias do crime, bem como sua conduta posterior, autorizem a presunção de que não tornará a delinqüir. Restrições Parágrafo único. A suspensão não se estende às penas de reforma, suspensão do exercício do pôsto, graduação ou função, ou à pena acessória, nem exclui a medida de segurança não detentiva.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 1017,1 > Decisão > Concessão > Suspensão Condicional da Pena
Tutela Provisória,332,817,,Concedida a tutela provisória,Sim,CPC,294 a 311,,"Indica a decisão que concede a ordem de antecipação. Não confundir com Decisão ou Despacho;Concessão;Liminar, registrar conforme a deliberação do magistrado.",2008-09-30 15:52:47,2024-09-26 12:42:33,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 817 > 332,1 > Decisão > Concessão > Tutela Provisória
Concessão de efeito suspensivo,151,3,,Decisão ou Despacho Concessão de efeito suspensivo,Sim,,,,Suspensão da execução por interposição de embargos à execução deve ser registrada em Processo Suspenso ou Sobrestado por Recebimento de Embargos de Execução.,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 151,1 > Decisão > Concessão de efeito suspensivo
Impugnação ao cumprimento de sentença,383,151,,Decisão ou Despacho Concessão de efeito suspensivo Impugnação ao cumprimento de sentença,Sim,CPC 2015,525,,"Neste caso a impugnação será resolvida nos próprios autos do cumprimento de sentença, paralisando-a. Art. 525. Transcorrido o prazo previsto no art. 523 sem o pagamento voluntário, inicia-se o prazo de 15 (quinze) dias para que o executado, independentemente de penhora ou nova intimação, apresente, nos próprios autos, sua impugnação. [V. art. 518, 803, parágrafo único, e 917, § 1.º, relacionados]",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 151 > 383,1 > Decisão > Concessão de efeito suspensivo > Impugnação ao cumprimento de sentença
Recurso,381,151,,Concedido efeito suspensivo a Recurso,Sim,,,,"Aplicável somente aos casos em que o efeito suspensivo é outorgado em decisão diferente da que recebe o recurso. Quando a outorga é concomitante com o recebimento, registrar em Decisão \Recebimento\Recurso\Com efeito suspensivo.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 151 > 381,1 > Decisão > Concessão de efeito suspensivo > Recurso
Concessão em parte,888,3,,Decisão ou Despacho Concessão em parte,Sim,,,,,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888,1 > Decisão > Concessão em parte
Gratuidade da Justiça,15103,888,,Gratuidade da justiça concedida em parte a #{nome_da_parte},Sim,CPC,98,,Movimento a ser utilizado quando da concessão parcial da gratuidade da justiça.,2022-06-10 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15103,1 > Decisão > Concessão em parte > Gratuidade da Justiça
Liminar,892,888,,Concedida em parte a Medida Liminar,Sim,CPC,"273, § 7º; 804",,"Indica a decisão que concede liminarmente parte da ordem cautelar requerida. Não confundir com Decisão ou Despacho;Concessão em Parte;Antecipação de tutela, registrar conforme a deliberação do magistrado.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 892,1 > Decisão > Concessão em parte > Liminar
Medida de Proteção da Lei 13.431/2017,15507,888,,Concedida parcialmente a medida de proteção de #{tipo_de_medida_de_proteção_Lei_13431},Sim,Lei 13.431/2017,21,,"Movimento para registrar a concessão parcial de medida de proteção a criança ou adolescente vítima ou testemunha de violência, conforme previsto na Lei 13.43/2017.",2024-11-13 13:53:41,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15507,1 > Decisão > Concessão em parte > Medida de Proteção da Lei 13.431/2017
Medida de Proteção do Estatuto da Criança e do Adolescente,15502,888,,Concedida em parte a medida de proteção de #{tipo_de_medida_de_proteção_ECA},Sim,ECA,99 a 102,,Movimento para registrar a concessão parcial de medida de proteção aplicável a criança ou adolescente.,2024-11-13 13:14:10,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15502,1 > Decisão > Concessão em parte > Medida de Proteção do Estatuto da Criança e do Adolescente
Medida de Proteção do Estatuto do Idoso,15497,888,,Concedida em parte a medida de proteção de #{medida_de_proteção_Estatuto_do_Idoso},Sim,Estatuto do Idoso,43 a 45,,Movimento para registrar a concessão parcial de medida de proteção aplicável a pessoa idosa.,2024-11-12 18:44:31,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15497,1 > Decisão > Concessão em parte > Medida de Proteção do Estatuto do Idoso
Medida protetiva,11424,888,,Concedida em parte medida protetiva de #{tipo_de_medida_protetiva} para #{destinatario_de_medida_protetiva},Sim,11.340 (Lei Maria da Penha); 8.069 (ECA); 10.741 (Estatuto do Idoso),22 a 23; 99 a 101; 42 a 45,,"Movimento a ser utilizado para registrar a decisão que concedeu em parte medida protetiva a mulher (Lei Maria da Penha), idoso ou criança/adolescente, com fundamento nas legislações específicas.",2010-03-05 00:00:00,2024-11-12 16:32:56,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 11424,1 > Decisão > Concessão em parte > Medida protetiva
Medida Protetiva da Lei Henry Borel,15492,888,,Concedida em parte a medida protetiva de #{tipo_de_medida_protetiva_Lei_Henry_Borel},Sim,Lei Henry Borel,15 a 21,,"Movimento para registrar a concessão parcial de medida protetiva fundamentada em violência doméstica e familair contra criança e adolescente (Lei Henry Borel),",2024-11-12 18:08:46,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15492,1 > Decisão > Concessão em parte > Medida Protetiva da Lei Henry Borel
Medida Protetiva da Lei Maria da Penha,15487,888,,Concedida em parte a medida protetiva de #{tipo_de_medida_protetiva_Lei_Maria_da_Penha},Sim,Lei Maria da Penha,18 a 24,,Movimento para registro de concessão parcial de medida protetiva com pedidos embasados em ocorrência de violência doméstica e familiar contra a mulher (Lei Maria da Penha).,2024-11-12 16:33:52,,,,3,M,78_Tabela_Movimentos_STJ.sql,1 > 3 > 888 > 15487,1 > Decisão > Concessão em parte > Medida Protetiva da Lei Maria da Penha
