documento,codigo,codigo_pai,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Pedido de Desbloqueio Penhora Online/Sisbajud,14334,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14334,1 > Ações processuais > Pedido > Pedido de Desbloqueio Penhora Online/Sisbajud
Pedido de Desconsideração da Personalidade Jurídica,14335,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14335,1 > Ações processuais > Pedido > Pedido de Desconsideração da Personalidade Jurídica
Pedido de Desconsideração Inversa da Personalidade Jurídica,14336,14335,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14335 > 14336,1 > Ações processuais > Pedido > Pedido de Desconsideração da Personalidade Jurídica > Pedido de Desconsideração Inversa da Personalidade Jurídica
Pedido de Desentranhamento de Documentos,14337,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14337,1 > Ações processuais > Pedido > Pedido de Desentranhamento de Documentos
Pedido de Designação/Redesignação de Audiência,14338,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14338,1 > Ações processuais > Pedido > Pedido de Designação/Redesignação de Audiência
Pedido de Desistência,185,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 185,1 > Ações processuais > Pedido > Pedido de Desistência
Pedido de Desistência da Ação,355,185,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 185 > 355,1 > Ações processuais > Pedido > Pedido de Desistência > Pedido de Desistência da Ação
Pedido de Desistência da Execução,14515,185,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 185 > 14515,1 > Ações processuais > Pedido > Pedido de Desistência > Pedido de Desistência da Execução
Pedido de Desistência do Recurso,356,185,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 185 > 356,1 > Ações processuais > Pedido > Pedido de Desistência > Pedido de Desistência do Recurso
Pedido de Dilação de Prazo,14340,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14340,1 > Ações processuais > Pedido > Pedido de Dilação de Prazo
Pedido de Documentos - Auxiliares da Justiça,14341,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14341,1 > Ações processuais > Pedido > Pedido de Documentos - Auxiliares da Justiça
Pedido de Expedição,14342,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14342,1 > Ações processuais > Pedido > Pedido de Expedição
Pedido de Expedição de Alvará,14343,14342,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14342 > 14343,1 > Ações processuais > Pedido > Pedido de Expedição > Pedido de Expedição de Alvará
Pedido de Expedição de Carta Precatória,14344,14342,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14342 > 14344,1 > Ações processuais > Pedido > Pedido de Expedição > Pedido de Expedição de Carta Precatória
Pedido de Expedição de Guia de Levantamento,14345,14342,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14342 > 14345,1 > Ações processuais > Pedido > Pedido de Expedição > Pedido de Expedição de Guia de Levantamento
Pedido de Expedição de Ofício,14346,14342,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14342 > 14346,1 > Ações processuais > Pedido > Pedido de Expedição > Pedido de Expedição de Ofício
Pedido de Extinção do Processo,187,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 187,1 > Ações processuais > Pedido > Pedido de Extinção do Processo
Pedido de Gratuidade de Justiça,188,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 188,1 > Ações processuais > Pedido > Pedido de Gratuidade de Justiça
Pedido de Habilitação,189,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 189,1 > Ações processuais > Pedido > Pedido de Habilitação
Pedido de Habilitação de Amicus Curae,15703,189,2026-01-28 16:57:08,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 189 > 15703,1 > Ações processuais > Pedido > Pedido de Habilitação > Pedido de Habilitação de Amicus Curae
Pedido de Habilitação de Terceiro Interessado,15704,189,2026-01-28 16:59:42,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 189 > 15704,1 > Ações processuais > Pedido > Pedido de Habilitação > Pedido de Habilitação de Terceiro Interessado
"Glossário: Identifica o pedido de habilitação de terceiro interessado, nos termos do art. 119 do CPC.",119,119,,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,119,"Glossário: Identifica o pedido de habilitação de terceiro interessado, nos termos do art. 119 do CPC."
Pedido de Homologação de acordo,190,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 190,1 > Ações processuais > Pedido > Pedido de Homologação de acordo
Pedido de Inclusão,14347,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14347,1 > Ações processuais > Pedido > Pedido de Inclusão
Pedido de Inclusão de Espólio no Polo Passivo,14348,14347,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14347 > 14348,1 > Ações processuais > Pedido > Pedido de Inclusão > Pedido de Inclusão de Espólio no Polo Passivo
Pedido de Inclusão de Responsável Tributário,14349,14347,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14347 > 14349,1 > Ações processuais > Pedido > Pedido de Inclusão > Pedido de Inclusão de Responsável Tributário
"Pedido de Inclusão, Exclusão ou Substituição do Polo Passivo",14350,14347,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14347 > 14350,"1 > Ações processuais > Pedido > Pedido de Inclusão > Pedido de Inclusão, Exclusão ou Substituição do Polo Passivo"
Pedido de Indulto,14351,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14351,1 > Ações processuais > Pedido > Pedido de Indulto
Pedido de Intimação de Administrador Judicial,14352,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14352,1 > Ações processuais > Pedido > Pedido de Intimação de Administrador Judicial
Pedido de Juntada de Comprovante de Recolhimento das Custas Finais,14353,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14353,1 > Ações processuais > Pedido > Pedido de Juntada de Comprovante de Recolhimento das Custas Finais
Pedido de Levantamento de Curatela,14354,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14354,1 > Ações processuais > Pedido > Pedido de Levantamento de Curatela
Pedido de liberdade provisória,191,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 191,1 > Ações processuais > Pedido > Pedido de liberdade provisória
Pedido de liminar/antecipação de tutela,192,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 192,1 > Ações processuais > Pedido > Pedido de liminar/antecipação de tutela
Pedido de Penhora,14355,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14355,1 > Ações processuais > Pedido > Pedido de Penhora
Nomeação de Bens à Penhora,14356,14355,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14355 > 14356,1 > Ações processuais > Pedido > Pedido de Penhora > Nomeação de Bens à Penhora
Pedido de prioridade de tramitação,193,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 193,1 > Ações processuais > Pedido > Pedido de prioridade de tramitação
Pedido de Prisão Domiciliar,14357,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14357,1 > Ações processuais > Pedido > Pedido de Prisão Domiciliar
Pedido de Progressão de Regime Aberto,14358,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14358,1 > Ações processuais > Pedido > Pedido de Progressão de Regime Aberto
Pedido de Progressão de Regime Semiaberto,14359,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14359,1 > Ações processuais > Pedido > Pedido de Progressão de Regime Semiaberto
Pedido de reconsideração de decisão,194,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 194,1 > Ações processuais > Pedido > Pedido de reconsideração de decisão
Pedido de Regressão de Regime,14360,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14360,1 > Ações processuais > Pedido > Pedido de Regressão de Regime
Pedido de Regressão de Regime - Cautelar,14361,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14361,1 > Ações processuais > Pedido > Pedido de Regressão de Regime - Cautelar
Pedido de Renúncia da Nomeação - Auxiliares da Justiça,14339,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14339,1 > Ações processuais > Pedido > Pedido de Renúncia da Nomeação - Auxiliares da Justiça
Pedido de Retificação de Cálculo da Pena,14363,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14363,1 > Ações processuais > Pedido > Pedido de Retificação de Cálculo da Pena
Pedido de retirada de pauta,195,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 195,1 > Ações processuais > Pedido > Pedido de retirada de pauta
Pedido de Sobrestamento de Recurso Repetitivo,14364,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14364,1 > Ações processuais > Pedido > Pedido de Sobrestamento de Recurso Repetitivo
Pedido de suspensão condicional do processo,196,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 196,1 > Ações processuais > Pedido > Pedido de suspensão condicional do processo
Pedido de suspensão do processo,197,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 197,1 > Ações processuais > Pedido > Pedido de suspensão do processo
Pedido de Sustentação Oral,15412,36,2024-07-31 13:26:32,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 15412,1 > Ações processuais > Pedido > Pedido de Sustentação Oral
Pedido de transação penal,198,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 198,1 > Ações processuais > Pedido > Pedido de transação penal
Pedido de Uniformização de Interpretação de Lei Federal,199,36,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 199,1 > Ações processuais > Pedido > Pedido de Uniformização de Interpretação de Lei Federal
Pedido de uniformização de interpretação de lei federal - Nacional,357,199,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 199 > 357,1 > Ações processuais > Pedido > Pedido de Uniformização de Interpretação de Lei Federal > Pedido de uniformização de interpretação de lei federal - Nacional
Pedido de uniformização de interpretação de lei federal - Regional,358,199,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 199 > 358,1 > Ações processuais > Pedido > Pedido de Uniformização de Interpretação de Lei Federal > Pedido de uniformização de interpretação de lei federal - Regional
Pedido de Vista dos Autos,14365,36,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 36 > 14365,1 > Ações processuais > Pedido > Pedido de Vista dos Autos
Pedido de Destaque para Julgamento Presencial/Telepresencial,15536,3,2025-03-31 17:08:49,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 15536,1 > Ações processuais > Pedido de Destaque para Julgamento Presencial/Telepresencial
Petição,37,3,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37,1 > Ações processuais > Petição
Endereço Sigiloso - Violência Doméstica,14366,37,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 14366,1 > Ações processuais > Petição > Endereço Sigiloso - Violência Doméstica
Petição (Outras),209,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 209,1 > Ações processuais > Petição > Petição (Outras)
Petição - Não Comparecimento do Periciando,15588,37,2025-08-08 14:48:34,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 15588,1 > Ações processuais > Petição > Petição - Não Comparecimento do Periciando
Petição de Habilitação,201,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 201,1 > Ações processuais > Petição > Petição de Habilitação
Petição Inicial,202,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202,1 > Ações processuais > Petição > Petição Inicial
Petição Inicial (Outras),363,202,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202 > 363,1 > Ações processuais > Petição > Petição Inicial > Petição Inicial (Outras)
Petição Inicial com Pedido de Busca e Apreensão,359,202,2021-01-11 00:00:00,2021-03-10 15:41:23,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202 > 359,1 > Ações processuais > Petição > Petição Inicial > Petição Inicial com Pedido de Busca e Apreensão
Petição Inicial com Pedido de Cassação,360,202,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202 > 360,1 > Ações processuais > Petição > Petição Inicial > Petição Inicial com Pedido de Cassação
Petição Inicial com Pedido de Sigilo,361,202,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202 > 361,1 > Ações processuais > Petição > Petição Inicial > Petição Inicial com Pedido de Sigilo
Petição Inicial com Pedido Liminar/Antecipação de Tutela,362,202,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 202 > 362,1 > Ações processuais > Petição > Petição Inicial > Petição Inicial com Pedido Liminar/Antecipação de Tutela
Petição Intercorrente,207,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 207,1 > Ações processuais > Petição > Petição Intercorrente
Petição Intermediária,208,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 208,1 > Ações processuais > Petição > Petição Intermediária
Petição Requerendo,210,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 210,1 > Ações processuais > Petição > Petição Requerendo
Petição Simples de Terceiro Interessado,211,37,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 37 > 211,1 > Ações processuais > Petição > Petição Simples de Terceiro Interessado
Prestação de Contas,14601,3,2021-03-24 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601,1 > Ações processuais > Prestação de Contas
Agentes Responsáveis,14602,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14602,1 > Ações processuais > Prestação de Contas > Agentes Responsáveis
Aplicação de Recursos,14603,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14603,1 > Ações processuais > Prestação de Contas > Aplicação de Recursos
Aplicação Financeira,14604,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14604,1 > Ações processuais > Prestação de Contas > Aplicação Financeira
Apresentação das Contas Finais Intempestiva,14605,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14605,1 > Ações processuais > Prestação de Contas > Apresentação das Contas Finais Intempestiva
Assunção Dívida,14606,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14606,1 > Ações processuais > Prestação de Contas > Assunção Dívida
Ativo Permanente,14607,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14607,1 > Ações processuais > Prestação de Contas > Ativo Permanente
Avulso Outro,14608,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14608,1 > Ações processuais > Prestação de Contas > Avulso Outro
Avulso SPCA,14609,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14609,1 > Ações processuais > Prestação de Contas > Avulso SPCA
Avulso SPCE,14610,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14610,1 > Ações processuais > Prestação de Contas > Avulso SPCE
Bens e Direitos Estimáveis de Exercícios Anteriores,14611,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14611,1 > Ações processuais > Prestação de Contas > Bens e Direitos Estimáveis de Exercícios Anteriores
Comercialização,14612,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14612,1 > Ações processuais > Prestação de Contas > Comercialização
Conciliação Bancária,14613,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14613,1 > Ações processuais > Prestação de Contas > Conciliação Bancária
Configurador de Ativos Não Circulantes,14614,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14614,1 > Ações processuais > Prestação de Contas > Configurador de Ativos Não Circulantes
Configurador de Direitos Realizáveis,14615,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14615,1 > Ações processuais > Prestação de Contas > Configurador de Direitos Realizáveis
Configurador de Outros Itens Não Monetários de Exercícios Anteriores,14616,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14616,1 > Ações processuais > Prestação de Contas > Configurador de Outros Itens Não Monetários de Exercícios Anteriores
Conta Bancária,14617,14601,2021-03-24 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 3 > 14601 > 14617,1 > Ações processuais > Prestação de Contas > Conta Bancária
